person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,debt_to_income_ratio,loan_to_income_ratio,income_band,age_group,employment_stability,credit_history_category,flag_prior_default,flag_high_loan_burden,flag_low_income_high_grade_risk,flag_renter,default_probability,credit_risk_score,risk_tier
31,46000,MORTGAGE,5.0,EDUCATION,C,8000,13.49,1,0.1739,Y,5,0.0235,0.1739,25-50k,26-35,Established(3-7y),Building(2-5y),1,0,0,0,0.3055508627120818,717,Low
29,92000,RENT,5.0,VENTURE,A,7000,9.32,0,0.0761,N,10,0.0071,0.0761,75-100k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.07628871416703023,854,Very Low
33,94000,RENT,4.0,HOMEIMPROVEMENT,B,7000,11.49,0,0.0745,N,10,0.0086,0.0745,75-100k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.3238354906315379,706,Low
27,52000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,6000,7.49,0,0.1154,N,8,0.0086,0.1154,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.19599943705916806,782,Very Low
31,52000,MORTGAGE,6.0,EDUCATION,A,10000,8.49,0,0.1923,N,5,0.0163,0.1923,50-75k,26-35,Established(3-7y),Building(2-5y),0,0,0,0,0.1715398892661316,797,Very Low
28,52000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,2800,10.99,0,0.0538,N,8,0.0059,0.0538,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.2189026709466813,769,Low
30,52000,MORTGAGE,4.0,EDUCATION,C,4200,13.48,0,0.0808,Y,6,0.0109,0.0808,50-75k,26-35,Established(3-7y),Established(5-10y),1,0,0,0,0.18031451720410885,792,Very Low
33,97000,RENT,4.0,HOMEIMPROVEMENT,C,7000,12.98,0,0.0722,N,5,0.0094,0.0722,75-100k,26-35,Established(3-7y),Building(2-5y),0,0,0,1,0.40842063260587935,655,Moderate
29,99000,RENT,1.0,VENTURE,B,7000,11.11,0,0.0707,N,10,0.0079,0.0707,75-100k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.10246290330736092,839,Very Low
34,105000,RENT,3.0,MEDICAL,A,7000,9.63,0,0.0667,N,10,0.0064,0.0667,100k+,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.15189852389782005,809,Very Low
35,108000,RENT,1.0,PERSONAL,B,7000,10.99,0,0.0648,N,7,0.0071,0.0648,100k+,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.15788405740607198,805,Very Low
29,52000,MORTGAGE,6.0,VENTURE,D,12000,15.65,0,0.2308,N,8,0.0361,0.2308,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.7531477720504721,448,Very High
27,52000,MORTGAGE,5.0,PERSONAL,A,10000,7.29,0,0.1923,N,7,0.014,0.1923,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.18680222735407997,788,Very Low
28,112200,RENT,11.0,MEDICAL,C,7000,11.66,0,0.0624,Y,7,0.0073,0.0624,100k+,26-35,Stable(7y+),Established(5-10y),1,0,0,1,0.23441520002431976,759,Low
32,108000,RENT,3.0,HOMEIMPROVEMENT,D,7000,16.29,1,0.0648,Y,6,0.0106,0.0648,100k+,26-35,Early(1-3y),Established(5-10y),1,0,0,1,0.8724052639891685,377,Very High
30,108000,RENT,0.0,EDUCATION,D,7000,14.42,1,0.0648,Y,8,0.0093,0.0648,100k+,26-35,Unstable(<1y),Established(5-10y),1,0,0,1,0.6564906144937226,506,High
30,52000,MORTGAGE,4.0,PERSONAL,B,14675,9.63,0,0.2822,N,8,0.0272,0.2822,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.40218484982293806,659,Moderate
31,123000,RENT,2.0,VENTURE,A,7000,8.49,0,0.0569,N,10,0.0048,0.0569,100k+,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.05281783895846615,868,Very Low
35,125000,RENT,6.0,DEBTCONSOLIDATION,C,7000,13.06,0,0.056,Y,5,0.0073,0.056,100k+,26-35,Established(3-7y),Building(2-5y),1,0,0,1,0.3039086118271688,718,Low
29,52000,MORTGAGE,6.0,MEDICAL,B,7800,10.36,0,0.15,N,9,0.0155,0.15,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.24779060319730947,751,Low
35,218000,RENT,4.0,DEBTCONSOLIDATION,D,7000,14.11,1,0.0321,Y,9,0.0045,0.0321,100k+,26-35,Established(3-7y),Established(5-10y),1,0,0,1,0.7317855836345123,461,Very High
35,52000,OWN,3.0,VENTURE,B,10400,9.99,0,0.2,N,7,0.02,0.2,50-75k,26-35,Early(1-3y),Established(5-10y),0,0,0,0,0.032752275665528775,880,Very Low
27,52000,MORTGAGE,8.0,VENTURE,C,1800,12.98,0,0.0346,N,8,0.0045,0.0346,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.09740745190120988,842,Very Low
27,32200,RENT,1.0,EDUCATION,E,6300,16.45,1,0.1957,N,6,0.0322,0.1957,25-50k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.9395218718192959,336,Very High
32,49000,RENT,16.0,MEDICAL,B,6300,9.91,0,0.1286,N,8,0.0127,0.1286,25-50k,26-35,Stable(7y+),Established(5-10y),0,0,0,1,0.33977448187020626,696,Low
30,54000,RENT,1.0,EDUCATION,B,6300,10.0,0,0.1167,N,7,0.0117,0.1167,50-75k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.21135321124553555,773,Low
32,52000,OWN,14.0,VENTURE,A,15000,6.91,0,0.2885,N,6,0.0199,0.2885,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.049948554305769964,870,Very Low
29,54380,RENT,4.0,VENTURE,B,6300,10.75,0,0.1159,N,10,0.0125,0.1159,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.17051343237890293,798,Very Low
29,46000,MORTGAGE,13.0,HOMEIMPROVEMENT,B,4800,11.86,1,0.1043,N,9,0.0124,0.1043,25-50k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.3340576175015439,700,Low
28,61000,RENT,3.0,VENTURE,C,6300,13.61,0,0.1033,Y,9,0.0141,0.1033,50-75k,26-35,Early(1-3y),Established(5-10y),1,0,0,1,0.23275219841952685,760,Low
31,83000,RENT,5.0,PERSONAL,B,6300,10.65,0,0.0759,N,5,0.0081,0.0759,75-100k,26-35,Established(3-7y),Building(2-5y),0,0,0,1,0.18025580514571163,792,Very Low
29,52000,OWN,13.0,VENTURE,C,1000,13.23,0,0.0192,N,8,0.0025,0.0192,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.017626994109630548,889,Very Low
31,52000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,6400,7.88,0,0.1231,N,10,0.0097,0.1231,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.21395668516380326,772,Low
27,52000,MORTGAGE,6.0,PERSONAL,A,11500,7.14,0,0.2212,N,9,0.0158,0.2212,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.22858208815368378,763,Low
32,38000,RENT,3.0,VENTURE,A,6350,5.79,0,0.1671,N,6,0.0097,0.1671,25-50k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.1649280419655907,801,Very Low
28,52000,MORTGAGE,10.0,EDUCATION,A,13600,7.88,0,0.2615,N,7,0.0206,0.2615,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.26754287830687723,739,Low
27,16800,RENT,3.0,DEBTCONSOLIDATION,B,6500,11.99,1,0.3869,N,8,0.0464,0.3869,<25k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.9570862243971885,326,Very High
32,52000,MORTGAGE,3.0,MEDICAL,C,10000,14.35,0,0.1923,Y,8,0.0276,0.1923,50-75k,26-35,Early(1-3y),Established(5-10y),1,0,0,0,0.4390392267786044,637,Moderate
33,52000,MORTGAGE,1.0,EDUCATION,C,12000,13.85,0,0.2308,N,5,0.032,0.2308,50-75k,26-35,Unstable(<1y),Building(2-5y),0,0,0,0,0.37068902102093054,678,Moderate
27,20000,RENT,0.0,PERSONAL,D,6500,15.65,1,0.325,N,8,0.0509,0.325,<25k,26-35,Unstable(<1y),Established(5-10y),0,0,1,1,0.9854760055620883,309,Very High
33,21000,RENT,0.0,PERSONAL,A,6500,7.66,1,0.3095,N,6,0.0237,0.3095,<25k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.786832145789521,428,Very High
33,21600,RENT,2.0,EDUCATION,C,6500,13.48,0,0.3009,N,10,0.0406,0.3009,<25k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.8205837986059347,408,Very High
27,21840,RENT,0.0,VENTURE,E,6500,16.35,1,0.2976,N,7,0.0487,0.2976,<25k,26-35,Unstable(<1y),Established(5-10y),0,0,1,1,0.9749875570148034,315,Very High
30,23000,RENT,3.0,PERSONAL,C,6500,14.72,0,0.2826,N,10,0.0416,0.2826,<25k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.8342613524043468,399,Very High
35,23000,RENT,13.0,MEDICAL,A,6500,8.63,0,0.2826,N,6,0.0244,0.2826,<25k,26-35,Stable(7y+),Established(5-10y),0,0,0,1,0.7750147408125074,435,Very High
29,26004,RENT,0.0,EDUCATION,C,6500,11.91,0,0.25,N,10,0.0298,0.25,25-50k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.6864921696079095,488,High
29,26400,RENT,2.0,VENTURE,B,6500,10.38,0,0.2462,N,10,0.0256,0.2462,25-50k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.5240351659562172,586,Moderate
33,30000,RENT,0.0,PERSONAL,A,6500,8.49,0,0.2167,N,5,0.0184,0.2167,25-50k,26-35,Unstable(<1y),Building(2-5y),0,0,0,1,0.49959671541333206,600,Moderate
30,52000,MORTGAGE,7.0,PERSONAL,D,5500,14.96,0,0.1058,Y,10,0.0158,0.1058,50-75k,26-35,Established(3-7y),Established(5-10y),1,0,0,0,0.7175324127184451,469,Very High
34,52000,MORTGAGE,15.0,PERSONAL,B,8000,11.14,0,0.1538,N,7,0.0171,0.1538,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.22479261985619625,765,Low
27,29000,RENT,0.0,EDUCATION,D,6500,14.11,1,0.2241,N,8,0.0316,0.2241,25-50k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.9238940762043069,346,Very High
30,30000,RENT,4.0,HOMEIMPROVEMENT,D,6500,15.65,1,0.2167,Y,6,0.0339,0.2167,25-50k,26-35,Established(3-7y),Established(5-10y),1,0,0,1,0.9703701158557462,318,Very High
29,37000,RENT,1.0,MEDICAL,B,6500,10.99,0,0.1757,N,8,0.0193,0.1757,25-50k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.5167406688416599,590,Moderate
30,38000,RENT,2.0,EDUCATION,A,6500,7.14,0,0.1711,N,9,0.0122,0.1711,25-50k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.26171857215838806,743,Low
34,38400,RENT,1.0,MEDICAL,B,6500,9.91,0,0.1693,N,7,0.0168,0.1693,25-50k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.4597316595261678,624,Moderate
27,46000,MORTGAGE,2.0,PERSONAL,C,4000,12.53,1,0.087,Y,9,0.0109,0.087,25-50k,26-35,Early(1-3y),Established(5-10y),1,0,0,0,0.20704639505092273,776,Low
28,52000,MORTGAGE,0.0,PERSONAL,A,7500,9.32,0,0.1442,N,6,0.0134,0.1442,50-75k,26-35,Unstable(<1y),Established(5-10y),0,0,0,0,0.1601737325593787,804,Very Low
31,52000,MORTGAGE,15.0,PERSONAL,B,15200,12.21,0,0.2923,N,8,0.0357,0.2923,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.4640539526725932,622,Moderate
28,39520,RENT,0.0,VENTURE,B,6500,11.89,0,0.1645,N,6,0.0196,0.1645,25-50k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.3043120213092723,717,Low
27,39996,RENT,4.0,VENTURE,A,6500,9.63,0,0.1625,N,7,0.0157,0.1625,25-50k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.2274153369210131,764,Low
30,52000,MORTGAGE,3.0,EDUCATION,C,5750,13.79,0,0.1106,N,10,0.0152,0.1106,50-75k,26-35,Early(1-3y),Established(5-10y),0,0,0,0,0.2222789306488062,767,Low
28,40000,RENT,1.0,MEDICAL,B,6500,10.74,0,0.1625,N,6,0.0175,0.1625,25-50k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.46541793015422683,621,Moderate
27,46000,MORTGAGE,11.0,EDUCATION,A,8725,9.32,1,0.1897,N,9,0.0177,0.1897,25-50k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.2032892688959626,778,Low
27,52000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,7000,11.89,0,0.1346,N,8,0.016,0.1346,50-75k,26-35,Early(1-3y),Established(5-10y),0,0,0,0,0.366426771338622,680,Low
33,41000,RENT,2.0,VENTURE,A,6500,7.51,0,0.1585,N,7,0.0119,0.1585,25-50k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.17369316756910916,796,Very Low
31,52000,MORTGAGE,0.0,VENTURE,B,25000,10.71,0,0.4808,N,7,0.0515,0.4808,50-75k,26-35,Unstable(<1y),Established(5-10y),0,1,0,0,0.6739375645718276,496,High
30,52000,MORTGAGE,9.0,PERSONAL,D,9000,12.49,0,0.1731,Y,6,0.0216,0.1731,50-75k,26-35,Stable(7y+),Established(5-10y),1,0,0,0,0.7337129479707317,460,Very High
30,52000,MORTGAGE,2.0,PERSONAL,C,18500,10.91,0,0.3558,N,7,0.0388,0.3558,50-75k,26-35,Early(1-3y),Established(5-10y),0,0,0,0,0.5942298816783942,543,High
27,52000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,5000,7.75,0,0.0962,N,7,0.0075,0.0962,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.13812361855739735,817,Very Low
31,42500,RENT,3.0,MEDICAL,A,6500,7.29,0,0.1529,N,10,0.0111,0.1529,25-50k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.30846868766774466,715,Low
34,36500,RENT,4.0,DEBTCONSOLIDATION,D,6500,15.65,1,0.1781,N,10,0.0279,0.1781,25-50k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.9430978304857602,334,Very High
27,45000,RENT,4.0,PERSONAL,B,6500,10.99,0,0.1444,N,8,0.0159,0.1444,25-50k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.3556293103127027,687,Low
28,52260,MORTGAGE,4.0,EDUCATION,A,9000,7.51,0,0.1722,N,7,0.0129,0.1722,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.13402147883821985,820,Very Low
29,50000,RENT,1.0,MEDICAL,C,6500,15.96,0,0.13,N,7,0.0207,0.13,25-50k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.5757843106217999,555,High
32,50000,RENT,3.0,VENTURE,D,6500,16.32,0,0.13,Y,10,0.0212,0.13,25-50k,26-35,Early(1-3y),Established(5-10y),1,0,0,1,0.7859776113817467,428,Very High
31,50000,RENT,8.0,DEBTCONSOLIDATION,A,6500,9.38,0,0.13,N,5,0.0122,0.13,25-50k,26-35,Stable(7y+),Building(2-5y),0,0,0,1,0.34292358553668906,694,Low
32,52500,MORTGAGE,9.0,HOMEIMPROVEMENT,C,7000,12.99,0,0.1333,N,9,0.0173,0.1333,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.4328024072039905,640,Moderate
33,56000,RENT,1.0,EDUCATION,A,6500,6.76,0,0.1161,N,6,0.0078,0.1161,50-75k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.12753275710197862,823,Very Low
32,52500,MORTGAGE,15.0,DEBTCONSOLIDATION,A,9500,6.92,0,0.181,N,7,0.0125,0.181,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.23764938757013115,757,Low
33,54000,RENT,1.0,DEBTCONSOLIDATION,D,6500,14.96,1,0.1204,Y,7,0.018,0.1204,50-75k,26-35,Unstable(<1y),Established(5-10y),1,0,0,1,0.8865249242222663,368,Very High
29,46500,MORTGAGE,1.0,EDUCATION,D,11000,12.99,1,0.2366,Y,6,0.0307,0.2366,25-50k,26-35,Unstable(<1y),Established(5-10y),1,0,0,0,0.8010482872324064,419,Very High
28,52524,MORTGAGE,11.0,MEDICAL,A,9200,9.32,0,0.1752,N,7,0.0163,0.1752,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.2429570360647528,754,Low
27,63360,RENT,1.0,EDUCATION,B,6500,9.99,0,0.1026,N,8,0.0102,0.1026,50-75k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.18007185620924834,792,Very Low
28,59000,RENT,0.0,HOMEIMPROVEMENT,E,6500,16.35,1,0.1102,N,7,0.018,0.1102,50-75k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.9410666960325679,335,Very High
33,67000,RENT,1.0,VENTURE,A,6500,7.74,0,0.097,N,5,0.0075,0.097,50-75k,26-35,Unstable(<1y),Building(2-5y),0,0,0,1,0.08108619538002304,851,Very Low
30,67275,RENT,4.0,HOMEIMPROVEMENT,A,6500,8.94,0,0.0966,N,7,0.0086,0.0966,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.28854022821370523,727,Low
27,68000,RENT,0.0,DEBTCONSOLIDATION,A,6500,7.51,0,0.0956,N,7,0.0072,0.0956,50-75k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.19548995395905278,783,Very Low
27,69476,RENT,3.0,VENTURE,A,6500,6.17,0,0.0936,N,7,0.0058,0.0936,50-75k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.06258441708678952,862,Very Low
27,52656,MORTGAGE,4.0,VENTURE,B,13000,10.99,0,0.2469,N,10,0.0271,0.2469,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.2357570139275398,759,Low
27,52680,OWN,11.0,PERSONAL,D,8000,14.54,0,0.1519,N,10,0.0221,0.1519,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.3573656553690701,686,Low
28,52692,MORTGAGE,0.0,HOMEIMPROVEMENT,B,4500,11.89,0,0.0854,N,8,0.0102,0.0854,50-75k,26-35,Unstable(<1y),Established(5-10y),0,0,0,0,0.28759706176033106,727,Low
29,75000,RENT,6.0,HOMEIMPROVEMENT,B,6500,10.74,0,0.0867,N,9,0.0093,0.0867,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.34435563272568076,693,Low
29,52800,MORTGAGE,7.0,EDUCATION,D,25475,16.29,0,0.4825,Y,7,0.0786,0.4825,50-75k,26-35,Established(3-7y),Established(5-10y),1,1,0,0,0.9452487664475697,333,Very High
32,52800,MORTGAGE,2.0,HOMEIMPROVEMENT,A,24000,7.51,0,0.4545,N,10,0.0341,0.4545,50-75k,26-35,Early(1-3y),Established(5-10y),0,1,0,0,0.8556223505251696,387,Very High
29,52800,MORTGAGE,1.0,PERSONAL,C,4800,14.79,0,0.0909,N,9,0.0134,0.0909,50-75k,26-35,Unstable(<1y),Established(5-10y),0,0,0,0,0.26970919048065006,738,Low
30,52800,MORTGAGE,14.0,VENTURE,A,15000,5.99,0,0.2841,N,5,0.017,0.2841,50-75k,26-35,Stable(7y+),Building(2-5y),0,0,0,0,0.2107719260875701,774,Low
29,115000,RENT,0.0,MEDICAL,B,6500,10.65,0,0.0565,N,10,0.006,0.0565,100k+,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.18099952910940842,791,Very Low
29,123000,RENT,0.0,EDUCATION,A,6500,7.49,0,0.0528,N,10,0.004,0.0528,100k+,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.06313601692889259,862,Very Low
29,32000,RENT,1.0,MEDICAL,D,6525,16.07,1,0.2039,Y,9,0.0328,0.2039,25-50k,26-35,Unstable(<1y),Established(5-10y),1,0,0,1,0.9483089838983533,331,Very High
31,52800,MORTGAGE,4.0,EDUCATION,B,9250,10.36,0,0.1752,N,6,0.0181,0.1752,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.19448036101978086,783,Very Low
29,29500,RENT,3.0,VENTURE,A,6550,7.9,0,0.222,N,10,0.0175,0.222,25-50k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.3619863696476356,683,Low
27,42000,RENT,2.0,MEDICAL,A,6550,7.88,0,0.156,N,8,0.0123,0.156,25-50k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.33491725061159,699,Low
27,30000,RENT,5.0,PERSONAL,C,6575,13.49,1,0.2192,N,9,0.0296,0.2192,25-50k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.6834912228479063,490,High
27,46800,MORTGAGE,4.0,MEDICAL,D,8000,15.7,1,0.1709,N,8,0.0268,0.1709,25-50k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.853683280321559,388,Very High
31,26000,RENT,1.0,MEDICAL,B,6600,10.99,0,0.2538,N,6,0.0279,0.2538,25-50k,26-35,Unstable(<1y),Established(5-10y),0,0,0,1,0.7477316121114123,451,Very High
28,52828,MORTGAGE,6.0,MEDICAL,A,14500,7.29,0,0.2745,N,7,0.02,0.2745,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.3827457839190897,670,Moderate
29,52833,MORTGAGE,7.0,VENTURE,A,12250,6.62,0,0.2319,N,6,0.0153,0.2319,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.14393544760126767,814,Very Low
29,30000,RENT,2.0,MEDICAL,D,6600,15.33,1,0.22,Y,8,0.0337,0.22,25-50k,26-35,Early(1-3y),Established(5-10y),1,0,0,1,0.9529540838733174,328,Very High
31,30000,RENT,0.0,EDUCATION,D,6600,16.49,1,0.22,Y,8,0.0363,0.22,25-50k,26-35,Unstable(<1y),Established(5-10y),1,0,0,1,0.9324784268637987,341,Very High
28,53000,MORTGAGE,12.0,HOMEIMPROVEMENT,B,17050,12.42,0,0.3217,N,7,0.04,0.3217,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.6825584621653216,490,High
35,53000,OWN,1.0,PERSONAL,C,10000,15.27,0,0.1887,Y,6,0.0288,0.1887,50-75k,26-35,Unstable(<1y),Established(5-10y),1,0,0,0,0.09986659632965182,840,Very Low
31,39000,RENT,5.0,MEDICAL,C,6600,13.79,0,0.1692,Y,9,0.0233,0.1692,25-50k,26-35,Established(3-7y),Established(5-10y),1,0,0,1,0.6047468154865993,537,High
27,40200,RENT,2.0,VENTURE,B,6600,11.14,0,0.1642,N,7,0.0183,0.1642,25-50k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.28365230768672167,730,Low
27,50100,RENT,11.0,VENTURE,A,6600,8.0,0,0.1317,N,7,0.0105,0.1317,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,1,0.13366317260737806,820,Very Low
28,53000,OWN,3.0,EDUCATION,A,7475,7.9,0,0.141,N,8,0.0111,0.141,50-75k,26-35,Early(1-3y),Established(5-10y),0,0,0,0,0.020666859991171745,888,Very Low
31,53000,MORTGAGE,15.0,VENTURE,D,10000,15.31,0,0.1887,N,10,0.0289,0.1887,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.699733407440673,480,High
34,53000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,3100,7.9,0,0.0585,N,6,0.0046,0.0585,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.10285719275005598,838,Very Low
30,53000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,12500,6.03,0,0.2358,N,7,0.0142,0.2358,50-75k,26-35,Early(1-3y),Established(5-10y),0,0,0,0,0.3817326908682996,671,Moderate
31,53000,MORTGAGE,15.0,HOMEIMPROVEMENT,A,15875,7.9,0,0.2995,N,5,0.0237,0.2995,50-75k,26-35,Stable(7y+),Building(2-5y),0,0,0,0,0.5643925525979664,561,High
31,53000,MORTGAGE,8.0,EDUCATION,C,3000,15.23,0,0.0566,N,5,0.0086,0.0566,50-75k,26-35,Stable(7y+),Building(2-5y),0,0,0,0,0.20884578615608954,775,Low
35,130000,RENT,11.0,EDUCATION,E,6600,17.93,0,0.0508,N,5,0.0091,0.0508,100k+,26-35,Stable(7y+),Building(2-5y),0,0,0,1,0.8198114195990771,408,Very High
33,24947,RENT,3.0,HOMEIMPROVEMENT,B,6625,12.69,1,0.2656,N,9,0.0337,0.2656,<25k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.8629814338457887,382,Very High
31,51000,RENT,4.0,EDUCATION,B,6625,10.38,0,0.1299,N,10,0.0135,0.1299,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.24647138285363396,752,Low
31,53000,MORTGAGE,2.0,MEDICAL,B,7200,10.37,0,0.1358,N,8,0.0141,0.1358,50-75k,26-35,Early(1-3y),Established(5-10y),0,0,0,0,0.22303139762254004,766,Low
28,47000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,6000,8.88,1,0.1277,N,6,0.0113,0.1277,25-50k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.27932141857550097,732,Low
33,53000,MORTGAGE,2.0,MEDICAL,A,6000,5.79,0,0.1132,N,5,0.0066,0.1132,50-75k,26-35,Early(1-3y),Building(2-5y),0,0,0,0,0.0994427004696535,840,Very Low
33,25700,RENT,3.0,EDUCATION,B,6700,10.99,0,0.2607,N,10,0.0287,0.2607,25-50k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.6638138508282103,502,High
31,47000,MORTGAGE,10.0,VENTURE,D,23000,14.84,1,0.4894,N,9,0.0726,0.4894,25-50k,26-35,Stable(7y+),Established(5-10y),0,1,0,0,0.9483784339353873,331,Very High
32,28600,RENT,3.0,VENTURE,B,6700,10.37,0,0.2343,N,9,0.0243,0.2343,25-50k,26-35,Early(1-3y),Established(5-10y),0,0,0,1,0.4768644105086574,614,Moderate
33,53000,RENT,6.0,HOMEIMPROVEMENT,C,6700,13.49,0,0.1264,N,6,0.0171,0.1264,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.5903736376015337,546,High
29,53000,MORTGAGE,13.0,DEBTCONSOLIDATION,C,10750,13.11,0,0.2028,N,7,0.0266,0.2028,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.47901127069708904,613,Moderate
27,53000,MORTGAGE,3.0,EDUCATION,C,6400,13.11,0,0.1208,Y,8,0.0158,0.1208,50-75k,26-35,Early(1-3y),Established(5-10y),1,0,0,0,0.21050727249936904,774,Low
30,20000,RENT,4.0,PERSONAL,C,6800,12.84,1,0.34,N,6,0.0437,0.34,<25k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.8979106963902391,361,Very High
32,22704,RENT,4.0,DEBTCONSOLIDATION,B,6800,10.99,0,0.2995,N,8,0.0329,0.2995,<25k,26-35,Established(3-7y),Established(5-10y),0,0,0,1,0.8675115672402326,379,Very High
34,53000,OWN,9.0,HOMEIMPROVEMENT,A,9600,8.94,0,0.1811,N,10,0.0162,0.1811,50-75k,26-35,Stable(7y+),Established(5-10y),0,0,0,0,0.08072477505527892,852,Very Low
27,53000,MORTGAGE,6.0,VENTURE,A,5000,7.49,0,0.0943,N,7,0.0071,0.0943,50-75k,26-35,Established(3-7y),Established(5-10y),0,0,0,0,0.04940498921947272,870,Very Low
